Plate	Well	Well Number	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line or Strain]	Term Source 2 REF	Term Source 2 Accession	Protein	Abbreviation	Protein sequence (aa)	UniProt	Addgene ID	Subcellular	Gene Symbol	Analysis Gene Annotation Build	Gene Annotation Comments	Control Type	Control Comments	Quality Control	Quality Control Comments	Channels	Comments
WS_MCF10A-landmark_library_20180506__Meas_01	H10		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H11		Homo sapiens			MCF10A			Ras-related protein 3C	Rab3	1-227	Q96E17	134857	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H20		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H21		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H6		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H7		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H14		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H15		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H8		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H9		Homo sapiens			MCF10A			Golgin84	Golgin84	674-731	Q8TBA6	133028	Golgi apparatus								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H1		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180506__Meas_01	H2		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E24		Homo sapiens			MCF10A			Cytochrome b5	Cytb5	99-134	P00167	134869	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E23		Homo sapiens			MCF10A			Cytochrome b5	Cytb5	99-134	P00167	134869	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E22		Homo sapiens			MCF10A			Cytochrome b5	Cytb5	99-134	P00167	134869	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E21		Homo sapiens			MCF10A			Cytochrome b5	Cytb5	99-134	P00167	134869	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	G17		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	G18		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	G19		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	G20		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	G21		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	G22		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	G23		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	H17		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	H18		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	H19		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	H20		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	H21		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	H22		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	I17		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	I18		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	I19		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	I20		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	I21		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	I22		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	I23		Homo sapiens			MCF10A			Emerin	Emerin	1-254	P50402	134864	nuclear envelope								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E10		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E11		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E12		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E13		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E14		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E15		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E16		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E17		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E18		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E19		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E20		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E21		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E22		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E23		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	E24		Homo sapiens			MCF10A			Vesicle-associated membrane protein 2	VAMP2	1-116	P63027	134661	secretory vesicles								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A24		Homo sapiens			MCF10A			Vesicle-associated membrane protein 5	VAMP5	1-116	O95183	134662	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A23		Homo sapiens			MCF10A			Vesicle-associated membrane protein 5	VAMP5	1-116	O95183	134662	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A22		Homo sapiens			MCF10A			Vesicle-associated membrane protein 5	VAMP5	1-116	O95183	134662	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A21		Homo sapiens			MCF10A			Vesicle-associated membrane protein 5	VAMP5	1-116	O95183	134662	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	B10		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	B11		Homo sapiens			MCF10A			Lysosomal-associated membrane protein 1	LAMP-1	1-417	P11279	134868	Lysosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	F10		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	F11		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	F12		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	F13		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	F14		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	F15		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	F16		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	F17		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	F18		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	F19		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	F20		Homo sapiens			MCF10A			Neuromodulin	Neuromodulin	1-20	P17677	134666	plasma membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M8		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M9		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M10		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M11		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M12		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M13		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M14		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M15		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M16		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M17		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M18		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M19		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M20		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M21		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	M22		Homo sapiens			MCF10A			Ras-related protein 5A	Rab5	1-205	A0A024R2K1	134858	early endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K8		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K9		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K10		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K11		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K12		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K13		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K14		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K15		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K16		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K17		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K18		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K19		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K20		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K21		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K22		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K23		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	K24		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A10		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A11		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A12		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A13		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A14		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A15		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A16		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A17		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A18		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A19		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A20		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A21		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A22		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A23		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	A24		Homo sapiens			MCF10A			Ras-related protein 7A	Rab7	1-205	A0A158RFU6	133027	late endosome								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	B23		Homo sapiens			MCF10A			Ribosome-attached membrane protein 4	RAMP4	1-66	Q9Y6X1	134863	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	B22		Homo sapiens			MCF10A			Ribosome-attached membrane protein 4	RAMP4	1-66	Q9Y6X1	134863	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	B21		Homo sapiens			MCF10A			Ribosome-attached membrane protein 4	RAMP4	1-66	Q9Y6X1	134863	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D24		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D23		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D22		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D21		Homo sapiens			MCF10A			Bcl-2 interacting killer 	Bik	111-160	Q13323	133026	endoplasmic reticulum								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D10		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D11		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D12		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D13		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D14		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D15		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D16		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
WS_MCF10A-landmark_library_20180509__Meas_02	D17		Homo sapiens			MCF10A			Monoamine oxidase A	MAO	489-527	Q49A63	133025	outer mitochondria membrane								"EGFP (protein of interest), DRAQ5 (DNA)"	
