Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Protein Name],Comment [Protein Name Abbreviation],Protein Sequence (aa),UniProt ID,Addgene ID,Experimental Condition [Subcellular Localization],Channels
WS_MCF10A_Landmark_20180506/Meas_01,E1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,E2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,F2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,G2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Peroxisome targeting signal 1,PTS-1,SKL,,134665,Peroxisome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 11B,Rab11,1-218,Q15907,134860,recycling endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Golgin84,Golgin84,674-731,Q8TBA6,133028,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180506/Meas_01,H2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome b5,Cytb5,99-134,P00167,134869,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome b5,Cytb5,99-134,P00167,134869,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome b5,Cytb5,99-134,P00167,134869,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Cytochrome b5,Cytb5,99-134,P00167,134869,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E19,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,E20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 2,VAMP2,1-116,P63027,134661,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Vesicle-associated membrane protein 5,VAMP5,1-116,O95183,134662,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,B10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,B11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Lysosomal-associated membrane protein 1,LAMP-1,1-417,P11279,134868,Lysosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,F10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,F11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,F12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,F13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,F14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,F15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,F16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,F17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,F18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,F19,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,F20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Neuromodulin,Neuromodulin,1-20',P17677,134666,plasma membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
